Date,AAPL,SPY
2020-01-03,-0.009721510044914061,-0.007572442550614289
2020-01-06,0.007967821820107357,0.0038154217114554356
2020-01-07,-0.004702658836538198,-0.0028118158380833203
2020-01-08,0.01608611847824659,0.005329483583532912
2020-01-09,0.021240969696261214,0.006780667932844153
2020-01-10,0.0022604776830728035,-0.002877811987789136
2020-01-13,0.021364299568730427,0.006877469796496394
2020-01-14,-0.013502949080027027,-0.0015249473380982703
2020-01-15,-0.004285748701268299,0.0022598101449453623
2020-01-16,0.012526692822566021,0.008318401278000875
2020-01-17,0.011070730144502106,0.0031128394460242514
2020-01-21,-0.006776788696858604,-0.001958462842070796
2020-01-22,0.0035693293817864458,0.0001208549839981643
2020-01-23,0.004815867127057061,0.0011469253732545592
2020-01-24,-0.0028816598043207575,-0.008893286998820193
2020-01-27,-0.02940548879919691,-0.016029101641020005
2020-01-28,0.028289484265629383,0.010479067259270947
2020-01-29,0.020931909054264786,-0.0008260357140412733
2020-01-30,-0.0014485270819625251,0.003245325527866383
2020-01-31,-0.044339055744919253,-0.01815801941569084
2020-02-03,-0.0027462666786922663,0.0074287952692859704
2020-02-04,0.03301375540670759,0.015241231843398761
2020-02-05,0.008154199104325466,0.011548112144373235
2020-02-06,0.011696926738295366,0.003364567890743908
2020-02-07,-0.01359290349397635,-0.005329541268699223
2020-02-10,0.004749852794226017,0.007465268667846026
2020-02-11,-0.006033417998757562,0.0017330529690193774
2020-02-12,0.023747867552537105,0.006442708136715547
2020-02-13,-0.007120832783275799,-0.0010667789362672764
2020-02-14,0.000245899360875379,0.0016019267902911416
2020-02-18,-0.0183102374318016,-0.002577045530508082
2020-02-19,0.0144827363668254,0.004781533077617528
2020-02-20,-0.010259461909756018,-0.004108450215317139
2020-02-21,-0.022634611794020154,-0.010298235659936483
2020-02-24,-0.04750032679685823,-0.03316555620800732
2020-02-25,-0.03387205434269025,-0.03030181881756555
2020-02-26,0.01586346103427494,-0.003678505458692749
2020-02-27,-0.0653682320674468,-0.044911491759592415
2020-02-28,-0.0005851669584420183,-0.004201649074021985
2020-03-02,0.0931009899489641,0.043306189306927756
2020-03-03,-0.03175962626658624,-0.028632047906375746
2020-03-04,0.046385004706492206,0.0420329640995889
2020-03-05,-0.03243704692218674,-0.033241877148424304
2020-03-06,-0.01328052541734881,-0.01653099599010699
2020-03-09,-0.07909160131050974,-0.07809424333452852
2020-03-10,0.072021694696496,0.05174471760065891
2020-03-11,-0.03473086586095653,-0.0487485983131708
2020-03-12,-0.09875455334905814,-0.09567699859205547
2020-03-13,0.11980837345958162,0.08548600253007921
2020-03-16,-0.1286470485334109,-0.10942353466105781
2020-03-17,0.043969953405643025,0.05399218595978872
2020-03-18,-0.024479798735654423,-0.050633053521002114
2020-03-19,-0.0076619889873909,0.00212517205670415
2020-03-20,-0.06348577860228077,-0.043094484326432037
2020-03-23,-0.02124413921532975,-0.02556811710071827
2020-03-24,0.10032550484563152,0.09060336601156083
2020-03-25,-0.005508783236375603,0.01496997750915896
2020-03-26,0.052623074059624964,0.058389834772134774
2020-03-27,-0.04140217289247339,-0.029785561724237963
2020-03-30,0.02853783011624733,0.032475782222488814
2020-03-31,-0.0020407233889502274,-0.014905516115017892
2020-04-01,-0.05261704776975473,-0.04500488384109025
2020-04-02,0.016686666322835553,0.023075460756968535
2020-04-03,-0.014371546116431988,-0.014454195368996725
2020-04-06,0.08723769131802639,0.06716604430058681
2020-04-07,-0.011582636979831085,0.0010198629800015624
2020-04-08,0.02559495682183388,0.033568285369367956
2020-04-09,0.0072160086545585145,0.01521718930039806
2020-04-13,0.019627450176427308,-0.009130047855825718
2020-04-14,0.050503279838196136,0.029493039495268825
2020-04-15,-0.009127283787180418,-0.02124817506293697
2020-04-16,0.007945595969098163,0.004824118933299815
2020-04-17,-0.013568684817353405,0.02701568829757517
2020-04-20,-0.020756588735298842,-0.017618307529215338
2020-04-21,-0.03091027732686502,-0.0303629970823992
2020-04-22,0.028803737871325508,0.022194362138851842
